System Name,Body Name,Type,POI Id,Latitude,Longitude,Cmdr,Journal
Col 173 Sector XF-N d7-105, A 4 a,Unknown,3,-14.498323,51.149887,Seven,"{
    ""timestamp"": ""2020-12-12T18:25:46Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 3618518305123,
    ""BodyID"": 19,
    ""BodyName"": ""Col 173 Sector XF-N d7-105 A 4 a"",
    ""Latitude"": -14.498323,
    ""Longitude"": 51.149887
}"
Col 173 Sector XF-N d7-105, A 4 a,Unknown,2,52.240097,-35.896587,Seven,"{
    ""timestamp"": ""2020-12-12T18:27:41Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 3618518305123,
    ""BodyID"": 19,
    ""BodyName"": ""Col 173 Sector XF-N d7-105 A 4 a"",
    ""Latitude"": 52.240097,
    ""Longitude"": -35.896587
}"
Col 173 Sector XF-N d7-105, A 4 a,Unknown,2,52.240097,-35.896587,Seven,"{
    ""timestamp"": ""2020-12-12T18:51:01Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 3618518305123,
    ""BodyID"": 19,
    ""BodyName"": ""Col 173 Sector XF-N d7-105 A 4 a"",
    ""Latitude"": 52.240097,
    ""Longitude"": -35.896587
}"
Col 173 Sector XF-N d7-105, A 4 a,Unknown,1,32.048519,-128.148331,Seven,"{
    ""timestamp"": ""2020-12-12T18:51:01Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 3618518305123,
    ""BodyID"": 19,
    ""BodyName"": ""Col 173 Sector XF-N d7-105 A 4 a"",
    ""Latitude"": 32.048519,
    ""Longitude"": -128.148331
}"
Col 173 Sector XF-N d7-105, A 4 a,Unknown,3,-14.498325,51.149887,Seven,"{
    ""timestamp"": ""2020-12-12T18:51:01Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 3618518305123,
    ""BodyID"": 19,
    ""BodyName"": ""Col 173 Sector XF-N d7-105 A 4 a"",
    ""Latitude"": -14.498325,
    ""Longitude"": 51.149887
}"
Col 173 Sector XF-N d7-105, A 4 a,Unknown,3,-14.498325,51.149887,Seven,"{
    ""timestamp"": ""2020-12-12T18:52:56Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 3618518305123,
    ""BodyID"": 19,
    ""BodyName"": ""Col 173 Sector XF-N d7-105 A 4 a"",
    ""Latitude"": -14.498325,
    ""Longitude"": 51.149887
}"
Col 173 Sector XF-N d7-105, A 4 a,Unknown,1,32.048519,-128.148346,Seven,"{
    ""timestamp"": ""2020-12-12T19:25:16Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 3618518305123,
    ""BodyID"": 19,
    ""BodyName"": ""Col 173 Sector XF-N d7-105 A 4 a"",
    ""Latitude"": 32.048519,
    ""Longitude"": -128.148346
}"
Col 173 Sector XF-N d7-105, A 4 a,Unknown,2,52.240105,-35.896584,Seven,"{
    ""timestamp"": ""2020-12-12T19:25:16Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 3618518305123,
    ""BodyID"": 19,
    ""BodyName"": ""Col 173 Sector XF-N d7-105 A 4 a"",
    ""Latitude"": 52.240105,
    ""Longitude"": -35.896584
}"
Col 173 Sector XF-N d7-105, A 4 a,Unknown,3,-14.498323,51.149887,Seven,"{
    ""timestamp"": ""2020-12-12T19:25:16Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 3618518305123,
    ""BodyID"": 19,
    ""BodyName"": ""Col 173 Sector XF-N d7-105 A 4 a"",
    ""Latitude"": -14.498323,
    ""Longitude"": 51.149887
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,3,-31.318064,-132.865082,Seven,"{
    ""timestamp"": ""2020-12-12T19:31:40Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -31.318064,
    ""Longitude"": -132.865082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,1,-22.459444,-130.108307,Seven,"{
    ""timestamp"": ""2020-12-12T19:31:40Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -22.459444,
    ""Longitude"": -130.108307
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,2,33.961624,-166.462082,Seven,"{
    ""timestamp"": ""2020-12-12T19:31:41Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": 33.961624,
    ""Longitude"": -166.462082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,3,-31.318064,-132.865082,Seven,"{
    ""timestamp"": ""2020-12-12T19:32:14Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -31.318064,
    ""Longitude"": -132.865082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,1,-22.459419,-130.108307,Seven,"{
    ""timestamp"": ""2020-12-12T19:32:14Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -22.459419,
    ""Longitude"": -130.108307
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,1,-22.459417,-130.108307,Seven,"{
    ""timestamp"": ""2020-12-12T19:33:09Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -22.459417,
    ""Longitude"": -130.108307
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,2,33.961613,-166.462082,Seven,"{
    ""timestamp"": ""2020-12-12T19:33:09Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": 33.961613,
    ""Longitude"": -166.462082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,3,-31.318056,-132.865097,Seven,"{
    ""timestamp"": ""2020-12-12T19:33:09Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -31.318056,
    ""Longitude"": -132.865097
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,3,-31.318056,-132.865082,Seven,"{
    ""timestamp"": ""2020-12-12T19:34:05Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -31.318056,
    ""Longitude"": -132.865082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,1,-22.459414,-130.108307,Seven,"{
    ""timestamp"": ""2020-12-12T19:34:05Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -22.459414,
    ""Longitude"": -130.108307
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,1,-22.459417,-130.108307,Seven,"{
    ""timestamp"": ""2020-12-13T09:35:56Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -22.459417,
    ""Longitude"": -130.108307
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,2,33.961617,-166.462082,Seven,"{
    ""timestamp"": ""2020-12-13T09:35:56Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": 33.961617,
    ""Longitude"": -166.462082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,3,-31.318056,-132.865082,Seven,"{
    ""timestamp"": ""2020-12-13T09:35:56Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -31.318056,
    ""Longitude"": -132.865082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,2,33.961613,-166.462082,Seven,"{
    ""timestamp"": ""2020-12-13T09:37:37Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": 33.961613,
    ""Longitude"": -166.462082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,2,33.961617,-166.462082,Seven,"{
    ""timestamp"": ""2020-12-13T10:30:39Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": 33.961617,
    ""Longitude"": -166.462082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,1,-22.459414,-130.108307,Seven,"{
    ""timestamp"": ""2020-12-13T10:30:39Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -22.459414,
    ""Longitude"": -130.108307
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,3,-31.318064,-132.865082,Seven,"{
    ""timestamp"": ""2020-12-13T10:30:39Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -31.318064,
    ""Longitude"": -132.865082
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,3,-31.318056,-132.865097,Seven,"{
    ""timestamp"": ""2020-12-13T10:32:21Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -31.318056,
    ""Longitude"": -132.865097
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,1,-22.459417,-130.108322,Seven,"{
    ""timestamp"": ""2020-12-13T10:32:21Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -22.459417,
    ""Longitude"": -130.108322
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,1,-22.459414,-130.108322,Seven,"{
    ""timestamp"": ""2020-12-13T10:57:42Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -22.459414,
    ""Longitude"": -130.108322
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,3,-31.318056,-132.865097,Seven,"{
    ""timestamp"": ""2020-12-13T10:57:42Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": -31.318056,
    ""Longitude"": -132.865097
}"
Col 173 Sector YF-N d7-74, C 4,Unknown,2,33.961613,-166.462082,Seven,"{
    ""timestamp"": ""2020-12-13T10:57:42Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2553383192931,
    ""BodyID"": 42,
    ""BodyName"": ""Col 173 Sector YF-N d7-74 C 4"",
    ""Latitude"": 33.961613,
    ""Longitude"": -166.462082
}"
Col 173 Sector YG-A c15-20, A 1,Unknown,1,-71.010345,169.848068,Seven,"{
    ""timestamp"": ""2020-12-13T11:00:36Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 5583625130698,
    ""BodyID"": 5,
    ""BodyName"": ""Col 173 Sector YG-A c15-20 A 1"",
    ""Latitude"": -71.010345,
    ""Longitude"": 169.848068
}"
Col 173 Sector YG-A c15-20, A 1,Unknown,2,69.179115,-63.993172,Seven,"{
    ""timestamp"": ""2020-12-13T11:00:39Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 5583625130698,
    ""BodyID"": 5,
    ""BodyName"": ""Col 173 Sector YG-A c15-20 A 1"",
    ""Latitude"": 69.179115,
    ""Longitude"": -63.993172
}"
Col 173 Sector YG-A c15-20, A 1,Unknown,1,-71.010338,169.848053,Seven,"{
    ""timestamp"": ""2020-12-13T11:01:34Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 5583625130698,
    ""BodyID"": 5,
    ""BodyName"": ""Col 173 Sector YG-A c15-20 A 1"",
    ""Latitude"": -71.010338,
    ""Longitude"": 169.848053
}"
Col 173 Sector YG-A c15-20, A 1,Unknown,1,-71.010338,169.848053,Seven,"{
    ""timestamp"": ""2020-12-13T12:00:46Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 5583625130698,
    ""BodyID"": 5,
    ""BodyName"": ""Col 173 Sector YG-A c15-20 A 1"",
    ""Latitude"": -71.010338,
    ""Longitude"": 169.848053
}"
Col 173 Sector YG-A c15-20, A 1,Unknown,2,69.179108,-63.993176,Seven,"{
    ""timestamp"": ""2020-12-13T12:00:46Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 5583625130698,
    ""BodyID"": 5,
    ""BodyName"": ""Col 173 Sector YG-A c15-20 A 1"",
    ""Latitude"": 69.179108,
    ""Longitude"": -63.993176
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,3,-3.011619,-117.050812,Seven,"{
    ""timestamp"": ""2020-12-13T12:04:57Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -3.011619,
    ""Longitude"": -117.050812
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,2,-14.861031,-133.075836,Seven,"{
    ""timestamp"": ""2020-12-13T12:04:57Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -14.861031,
    ""Longitude"": -133.075836
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,1,30.506823,171.086044,Seven,"{
    ""timestamp"": ""2020-12-13T12:04:57Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": 30.506823,
    ""Longitude"": 171.086044
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,1,30.506802,171.08606,Seven,"{
    ""timestamp"": ""2020-12-13T12:06:21Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": 30.506802,
    ""Longitude"": 171.08606
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,3,-3.011621,-117.050797,Seven,"{
    ""timestamp"": ""2020-12-13T13:43:47Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -3.011621,
    ""Longitude"": -117.050797
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,1,30.506802,171.08606,Seven,"{
    ""timestamp"": ""2020-12-13T13:43:47Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": 30.506802,
    ""Longitude"": 171.08606
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,2,-14.861037,-133.075836,Seven,"{
    ""timestamp"": ""2020-12-13T13:43:47Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -14.861037,
    ""Longitude"": -133.075836
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,3,-3.011621,-117.050797,Seven,"{
    ""timestamp"": ""2020-12-13T13:45:17Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -3.011621,
    ""Longitude"": -117.050797
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,2,-14.861038,-133.075836,Seven,"{
    ""timestamp"": ""2020-12-13T13:45:17Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -14.861038,
    ""Longitude"": -133.075836
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,1,30.506807,171.086044,Seven,"{
    ""timestamp"": ""2020-12-13T14:11:46Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": 30.506807,
    ""Longitude"": 171.086044
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,3,-3.011621,-117.050797,Seven,"{
    ""timestamp"": ""2020-12-13T14:11:46Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -3.011621,
    ""Longitude"": -117.050797
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,2,-14.861038,-133.075836,Seven,"{
    ""timestamp"": ""2020-12-13T14:11:46Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -14.861038,
    ""Longitude"": -133.075836
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,3,-3.011622,-117.050797,Seven,"{
    ""timestamp"": ""2020-12-13T14:12:51Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -3.011622,
    ""Longitude"": -117.050797
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,2,-14.861038,-133.075821,Seven,"{
    ""timestamp"": ""2020-12-13T14:12:51Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -14.861038,
    ""Longitude"": -133.075821
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,3,-3.011621,-117.050797,Seven,"{
    ""timestamp"": ""2020-12-13T14:42:32Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -3.011621,
    ""Longitude"": -117.050797
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,1,30.506807,171.08606,Seven,"{
    ""timestamp"": ""2020-12-13T14:42:32Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": 30.506807,
    ""Longitude"": 171.08606
}"
Col 173 Sector RH-C b29-1, B 3,Unknown,2,-14.861038,-133.075836,Seven,"{
    ""timestamp"": ""2020-12-13T14:42:32Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 2887425467785,
    ""BodyID"": 22,
    ""BodyName"": ""Col 173 Sector RH-C b29-1 B 3"",
    ""Latitude"": -14.861038,
    ""Longitude"": -133.075836
}"
Col 173 Sector LB-W b31-0, C 1,Unknown,3,-0.053323,-61.870075,Seven,"{
    ""timestamp"": ""2020-12-13T15:01:56Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=3;"",
    ""Name_Localised"": ""Ancient Ruins (3)"",
    ""SystemAddress"": 687865013665,
    ""BodyID"": 40,
    ""BodyName"": ""Col 173 Sector LB-W b31-0 C 1"",
    ""Latitude"": -0.053323,
    ""Longitude"": -61.870075
}"
Col 173 Sector LB-W b31-0, C 1,Unknown,2,-0.08161,-61.841484,Seven,"{
    ""timestamp"": ""2020-12-13T15:01:56Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=2;"",
    ""Name_Localised"": ""Ancient Ruins (2)"",
    ""SystemAddress"": 687865013665,
    ""BodyID"": 40,
    ""BodyName"": ""Col 173 Sector LB-W b31-0 C 1"",
    ""Latitude"": -0.08161,
    ""Longitude"": -61.841484
}"
Col 173 Sector LB-W b31-0, C 1,Unknown,1,-0.081492,-61.841434,Seven,"{
    ""timestamp"": ""2020-12-13T15:01:56Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 687865013665,
    ""BodyID"": 40,
    ""BodyName"": ""Col 173 Sector LB-W b31-0 C 1"",
    ""Latitude"": -0.081492,
    ""Longitude"": -61.841434
}"
Col 173 Sector LB-W b31-0, C 1,Unknown,1,-27.506918,-85.959259,Seven,"{
    ""timestamp"": ""2020-12-13T15:02:45Z"",
    ""event"": ""ApproachSettlement"",
    ""Name"": ""$Ancient:#index=1;"",
    ""Name_Localised"": ""Ancient Ruins (1)"",
    ""SystemAddress"": 687865013665,
    ""BodyID"": 40,
    ""BodyName"": ""Col 173 Sector LB-W b31-0 C 1"",
    ""Latitude"": -27.506918,
    ""Longitude"": -85.959259
}"
